"","id","orden","palabra","valoracion"
"1216","-MP2NvbjNPxfczRGLSe6",3,"Desafios",10
"1217","-MP2NvbjNPxfczRGLSe6",4,"Intuicion",10
"1218","-MP2NvbjNPxfczRGLSe6",5,"Creatividad",10
"1219","-MP3pCIMRwYub8ayM8i2",1,"Tecnología",10
"1220","-MP3pCIMRwYub8ayM8i2",2,"Avance",9
"1221","-MP3pCIMRwYub8ayM8i2",3,"Estudiar",10
"1222","-MP3pCIMRwYub8ayM8i2",4,"Oportunidades",10
"1223","-MP3pCIMRwYub8ayM8i2",5,"Ciencias",10
"1224","-MP5ieLpJ4j9qSa7xBNt",1,"BIGDATA",10
"1225","-MP5ieLpJ4j9qSa7xBNt",2,"Ciencia",7
"1226","-MP5ieLpJ4j9qSa7xBNt",3,"Tecnologia",7
"1227","-MP5ieLpJ4j9qSa7xBNt",4,"Sistemas",7
"1228","-MP5ieLpJ4j9qSa7xBNt",5,"Algoritmos",9
"1229","-MRczFdeoTWFNy71EtBN",1,"Robot",5
"1230","-MRczFdeoTWFNy71EtBN",2,"Androide",5
"1231","-MRczFdeoTWFNy71EtBN",3,"Ciencia",10
"1232","-MRczFdeoTWFNy71EtBN",4,"Tecnología",5
"1233","-MRczFdeoTWFNy71EtBN",5,"Futuro",5
"1234","-MRdbpMqNtMTvlaMaXT-",1,"ayuda",5
"1235","-MRdbpMqNtMTvlaMaXT-",2,"ahorro de tiempo",5
"1236","-MRdbpMqNtMTvlaMaXT-",3,"herramienta eficaz",5
"1237","-MRdbpMqNtMTvlaMaXT-",4,"eficaz",10
"1238","-MRdbpMqNtMTvlaMaXT-",5,"aliado científico",5
"1239","-MRjZQw_aIQ7FRVcxb2j",1,"Contradicción",1
"1240","-MRjZQw_aIQ7FRVcxb2j",2,"Marketing",2
"1241","-MRjZQw_aIQ7FRVcxb2j",3,"Sin significado",1
"1242","-MRjZQw_aIQ7FRVcxb2j",4,"Superficialidad",1
"1243","-MRjZQw_aIQ7FRVcxb2j",5,"Engaño",1
"1244","-MRjZQw_aIQ7FRVcxb2j",6,"Manipulación",1
"1245","-MRl6ZGphEBvNfHAH_Pz",1,"Eficacia",10
"1246","-MRl6ZGphEBvNfHAH_Pz",2,"Tecnología",8
"1247","-MRl6ZGphEBvNfHAH_Pz",3,"Robots",10
"1248","-MRl6ZGphEBvNfHAH_Pz",4,"Sin emociones",7
"1249","-MRl6ZGphEBvNfHAH_Pz",5,"Ayuda",10
"1250","-MRm88GK_xU2l_RGxmYy",1,"Control",3
"1251","-MRm88GK_xU2l_RGxmYy",2,"Automatismo",9
"1252","-MRm88GK_xU2l_RGxmYy",3,"Descanso",8
"1253","-MRm88GK_xU2l_RGxmYy",4,"Prescindencia",2
"1254","-MRm88GK_xU2l_RGxmYy",5,"Independiente",7
"1255","-MRp8oQfuX-jC7hPMgvF",1,"futuro",10
"1256","-MRp8oQfuX-jC7hPMgvF",2,"tecnología",10
"1257","-MRp8oQfuX-jC7hPMgvF",3,"innovación",10
"1258","-MRp8oQfuX-jC7hPMgvF",4,"aprendizaje",10
"1259","-MRp8oQfuX-jC7hPMgvF",5,"oportunidades",10
"1260","-MRqsrFkSCy0f5riToqR",1,"Futuro",7
"1261","-MRqsrFkSCy0f5riToqR",2,"Ciencia",7
"1262","-MRqsrFkSCy0f5riToqR",3,"Desigualdad",4
"1263","-MRqsrFkSCy0f5riToqR",4,"Frustraciones",5
"1264","-MRqsrFkSCy0f5riToqR",5,"Capitalismo",4
"1265","-MRtNpdQfYgOUvhTXlio",1,"Futuro",1
"1266","-MRtNpdQfYgOUvhTXlio",2,"Inteligencia",2
"1267","-MRtNpdQfYgOUvhTXlio",3,"Pisibilidades",0
"1268","-MRtNpdQfYgOUvhTXlio",4,"Cibernetica",1
"1269","-MRtNpdQfYgOUvhTXlio",5,"Exito",3
"1270","-MRwaYS7xX5coEJksQsP",1,"Robot",5
"1271","-MRwaYS7xX5coEJksQsP",2,"Big data",5
"1272","-MRwaYS7xX5coEJksQsP",3,"Información",5
"1273","-MRwaYS7xX5coEJksQsP",4,"Memoria",5
"1274","-MRwaYS7xX5coEJksQsP",5,"Machine lerning",5
"1275","-MRx-q0Ge_tHyLNtwlTA",1,"Robots",2
"1276","-MRx-q0Ge_tHyLNtwlTA",2,"Prótesis",9
"1277","-MRx-q0Ge_tHyLNtwlTA",3,"Máquinas",2
"1278","-MRx-q0Ge_tHyLNtwlTA",4,"Clonacion",3
"1279","-MRx-q0Ge_tHyLNtwlTA",5,"Reemplazo",2
"1280","-MS-TcgupOGEvb1eO8mn",1,"evolución",10
"1281","-MS-TcgupOGEvb1eO8mn",2,"ciencia",10
"1282","-MS-TcgupOGEvb1eO8mn",3,"mercado",7
"1283","-MS-TcgupOGEvb1eO8mn",4,"progreso",10
"1284","-MS-TcgupOGEvb1eO8mn",5,"trabajo",7
"1285","-MS0bJtlJowjcBq-nJRy",1,"Rapidez",10
"1286","-MS0bJtlJowjcBq-nJRy",2,"Órdenes",10
"1287","-MS0bJtlJowjcBq-nJRy",3,"Organización",10
"1288","-MS0bJtlJowjcBq-nJRy",4,"Rápido",10
"1289","-MS0bJtlJowjcBq-nJRy",5,"Nuevo",10
"1290","-MS2u0G6zHD0HLiitqHI",1,"Robot",6
"1291","-MS2u0G6zHD0HLiitqHI",2,"Control",2
"1292","-MS2u0G6zHD0HLiitqHI",3,"Algoritmo",6
"1293","-MS2u0G6zHD0HLiitqHI",4,"Big data",4
"1294","-MS2u0G6zHD0HLiitqHI",5,"Privacidad",1
"1295","-MS2ucfY8ahlDfAtnUOv",1,"Futuro",5
"1296","-MS2ucfY8ahlDfAtnUOv",2,"Computadoras",5
"1297","-MS2ucfY8ahlDfAtnUOv",3,"Capitalismo",0
"1298","-MS2ucfY8ahlDfAtnUOv",4,"Pérdida de libertad",0
"1299","-MS2ucfY8ahlDfAtnUOv",5,"Pérdida de privacidad",0
"1300","-MS3-NGvjedK31Y2-Pm1",1,"posibilidades",5
"1301","-MS3-NGvjedK31Y2-Pm1",2,"peligro",2
"1302","-MS3-NGvjedK31Y2-Pm1",3,"pragmática",3
"1303","-MS3-NGvjedK31Y2-Pm1",4,"objetiva",2
"1304","-MS3-NGvjedK31Y2-Pm1",5,"binaria",3
"1305","-MS3Q4UdbHEJF8oW4N_n",1,"Tecnologías",10
"1306","-MS3Q4UdbHEJF8oW4N_n",2,"Control",3
"1307","-MS3Q4UdbHEJF8oW4N_n",3,"Público",9
"1308","-MS3Q4UdbHEJF8oW4N_n",4,"Subjetividades",9
"1309","-MS3Q4UdbHEJF8oW4N_n",5,"Privacidad",4
"1310","-MS4tIHsm8l4EX75DqIA",1,"Conocimiento",10
"1311","-MS4tIHsm8l4EX75DqIA",2,"Desarrollo",10
"1312","-MS4tIHsm8l4EX75DqIA",3,"Incertidumbre",1
"1313","-MS4tIHsm8l4EX75DqIA",4,"Robots dominando el mundo",0
"1314","-MS4tIHsm8l4EX75DqIA",5,"Desempleo",0
